10370151:74	NM_001171039	chrY	+	1694025	1721974	1694092	1721907	7	1694025,1702031,1703161,1706595,1708713,1715330,1721695,	1694161,1702206,1703291,1706664,1708832,1715453,1721974,	0	ASMT	cmpl	cmpl	0,0,1,2,2,1,1,
10370354:74	NM_002183	chrY	+	1415508	1461582	1420658	1461358	12	1415508,1420620,1424208,1427323,1430992,1431214,1435113,1437753,1444030,1457551,1459915,1461283,	1415819,1420722,1424327,1427438,1431125,1431399,1435229,1437780,1444145,1457657,1459997,1461582,	0	IL3RA	cmpl	cmpl	-1,0,1,0,1,2,1,0,0,1,2,0,
10370647:74	NM_001267713	chrY	+	1415508	1461582	1420658	1461358	10	1415508,1420620,1430992,1431214,1435113,1437753,1444030,1457551,1459915,1461283,	1415819,1420722,1431125,1431399,1435229,1437780,1444145,1457657,1459997,1461582,	0	IL3RA	cmpl	cmpl	-1,0,1,2,1,0,0,1,2,0,
10370907:74	NM_004043	chrY	+	1674347	1721974	1694092	1721907	10	1674347,1694025,1702031,1703161,1706595,1708713,1711596,1712042,1715330,1721695,	1674425,1694161,1702206,1703291,1706664,1708832,1711680,1712183,1715453,1721974,	0	ASMT	cmpl	cmpl	-1,0,0,1,2,2,1,1,1,1,
10371163:74	NM_178129	chrY	-	1541465	1616037	1544371	1545451	2	1541465,1615813,	1545475,1616037,	0	P2RY8	cmpl	cmpl	0,-1,
10371275:74	NM_001171038	chrY	+	1693940	1721974	1694092	1721907	9	1693940,1702031,1703161,1706595,1708713,1711596,1712042,1715330,1721695,	1694161,1702206,1703291,1706664,1708832,1711680,1712183,1715453,1721974,	0	ASMT	cmpl	cmpl	0,0,1,2,2,1,1,1,1,
10371514:75	NM_001145275	chrY	+	2863517	2910547	2889131	2908034	6	2863517,2889114,2903135,2903551,2905980,2906850,	2863810,2889687,2903285,2903695,2906121,2910547,	0	ZFY	cmpl	cmpl	-1,0,1,1,1,1,
10371699:75	NM_001145276	chrY	+	2863111	2910547	2881977	2908034	7	2863111,2881949,2903135,2903551,2904710,2905980,2906850,	2863487,2882038,2903285,2903695,2904863,2906121,2910547,	0	ZFY	cmpl	cmpl	-1,0,1,1,1,1,1,
10371902:75	NM_001321369	chrY	+	2619173	2669350	2619401	2668845	9	2619173,2642462,2647701,2648396,2650667,2651354,2654300,2666243,2668819,	2619468,2642495,2647746,2648465,2650715,2651405,2654414,2666297,2669350,	0	CD99	cmpl	cmpl	0,1,1,1,1,1,1,1,1,
10372141:75	NM_001321368	chrY	+	2619173	2669350	2619401	2668845	10	2619173,2642462,2645645,2647701,2648396,2650667,2651354,2654300,2666243,2668819,	2619468,2642495,2645693,2647746,2648465,2650715,2651405,2654414,2666297,2669350,	0	CD99	cmpl	cmpl	0,1,1,1,1,1,1,1,1,1,
10372399:75	NM_145177	chrY	-	2147552	2429015	2149081	2428966	7	2147552,2171063,2194780,2219542,2336785,2353237,2428857,	2149270,2171271,2194988,2219644,2336854,2353345,2429015,	0	DHRSX	cmpl	cmpl	0,2,1,1,1,1,0,
10372600:75	NM_002414	chrY	+	2619173	2669350	2619401	2668845	10	2619173,2642462,2645645,2647701,2648396,2650667,2651354,2654300,2666240,2668819,	2619468,2642495,2645693,2647746,2648465,2650715,2651405,2654414,2666297,2669350,	0	CD99	cmpl	cmpl	0,1,1,1,1,1,1,1,1,1,
10372855:75	NM_001321370	chrY	+	2619173	2669350	2619401	2668845	9	2619173,2642462,2645645,2647701,2648396,2650667,2654300,2666240,2668819,	2619468,2642495,2645693,2647746,2648465,2650715,2654414,2666297,2669350,	0	CD99	cmpl	cmpl	0,1,1,1,1,1,1,1,1,
10373094:75	NM_003411	chrY	+	2863517	2910547	2881977	2908034	8	2863517,2881949,2889114,2903135,2903551,2904710,2905980,2906850,	2863810,2882038,2889687,2903285,2903695,2904863,2906121,2910547,	0	ZFY	cmpl	cmpl	-1,0,1,1,1,1,1,1,
10373312:75	NM_001122898	chrY	+	2619173	2669350	2619401	2668845	9	2619173,2642462,2647701,2648396,2650667,2651354,2654300,2666240,2668819,	2619468,2642495,2647746,2648465,2650715,2651405,2654414,2666297,2669350,	0	CD99	cmpl	cmpl	0,1,1,1,1,1,1,1,1,
10373551:75	NM_001321367	chrY	+	2619173	2664479	2619401	2661405	9	2619173,2642462,2645645,2647701,2648396,2650667,2651354,2654300,2661397,	2619468,2642495,2645693,2647746,2648465,2650715,2651405,2654414,2664479,	0	CD99	cmpl	cmpl	0,1,1,1,1,1,1,1,1,
10373790:75	NR_046502	chrY	+	2931036	3030313	3030313	3030313	4	2931036,3007324,3025035,3030125,	2931258,3007382,3025097,3030313,	0	LINC00278	unk	unk	-1,-1,-1,-1,
10373943:75	NR_135623	chrY	+	2619173	2669350	2669350	2669350	11	2619173,2642462,2645645,2647701,2648396,2650667,2651354,2654300,2661397,2666243,2668819,	2619468,2642495,2645693,2647746,2648465,2650715,2651405,2654414,2661415,2666297,2669350,	0	CD99	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10374225:77	NM_001278619	chrY	+	4928266	5033639	4960737	5032402	7	4928266,4958939,4959946,4960710,4984929,5026255,5032384,	4928646,4959108,4960052,4960769,4985500,5028748,5033639,	0	PCDH11Y	cmpl	cmpl	-1,-1,-1,0,2,0,0,
10374434:77	NM_032971	chrY	+	4928266	5033639	4960737	5032402	6	4928266,4959946,4960710,4984929,5026255,5032384,	4928646,4960052,4960769,4985500,5028748,5033639,	0	PCDH11Y	cmpl	cmpl	-1,-1,0,2,0,0,
10374621:79	NM_033284	chrY	+	6838726	7019724	6953125	7019533	19	6838726,6840128,6906253,6923844,6949489,6953075,6971020,6991937,6998236,6998760,6999600,6999773,7002600,7008772,7013938,7014330,7015307,7018129,7019512,	6839023,6840213,6906284,6923939,6949578,6953183,6971166,6992190,6998369,6998902,6999664,6999871,7002661,7008894,7014013,7014458,7015473,7018231,7019724,	0	TBL1Y	cmpl	cmpl	-1,-1,-1,-1,-1,0,1,0,1,2,0,1,0,1,0,0,2,0,0,
10375044:79	NM_134258	chrY	+	6838726	7019724	6953125	7019533	18	6838726,6840128,6923844,6949489,6953075,6971020,6991937,6998236,6998760,6999600,6999773,7002600,7008772,7013938,7014330,7015307,7018129,7019512,	6839023,6840213,6923939,6949578,6953183,6971166,6992190,6998369,6998902,6999664,6999871,7002661,7008894,7014013,7014458,7015473,7018231,7019724,	0	TBL1Y	cmpl	cmpl	-1,-1,-1,-1,0,1,0,1,2,0,1,0,1,0,0,2,0,0,
10375448:79	NM_134259	chrY	+	6838726	7019724	6953125	7019533	18	6838726,6840128,6906253,6949489,6953075,6971020,6991937,6998236,6998760,6999600,6999773,7002600,7008772,7013938,7014330,7015307,7018129,7019512,	6839023,6840213,6906284,6949578,6953183,6971166,6992190,6998369,6998902,6999664,6999871,7002661,7008894,7014013,7014458,7015473,7018231,7019724,	0	TBL1Y	cmpl	cmpl	-1,-1,-1,-1,0,1,0,1,2,0,1,0,1,0,0,2,0,0,
10375852:79	NR_028062	chrY	+	7202012	7309588	7309588	7309588	8	7202012,7231977,7253946,7269155,7284175,7295396,7299783,7303752,	7202519,7232146,7254210,7269275,7284271,7295474,7299930,7309588,	0	PRKY	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,
10376076:80	NR_001551	chrY	+	7732964	7738723	7738723	7738723	2	7732964,7737901,	7733120,7738723,	0	TTTY12	unk	unk	-1,-1,
10376188:82	NM_001164471	chrY	+	9914609	9978285	9914609	9978097	7	9914609,9975753,9976627,9976833,9977046,9977298,9978074,	9914846,9976020,9976705,9976945,9977192,9977380,9978285,	0	TSPY4	cmpl	cmpl	0,0,0,0,1,0,1,
10376392:85	NM_004654	chrY	+	13322553	13482162	13330774	13480735	46	13322553,13329960,13330714,13341915,13343434,13346439,13347901,13356939,13357325,13357738,13359484,13360852,13378515,13379829,13381807,13392395,13394910,13396798,13397976,13399346,13399933,13400853,13407530,13407848,13411733,13412825,13414358,13431507,13432000,13432963,13434158,13437452,13439748,13455007,13459230,13461183,13462329,13463559,13464382,13467651,13468251,13468557,13477658,13477951,13478884,13480597,	13323378,13330020,13330870,13342064,13343514,13346552,13348120,13357055,13357577,13357877,13359637,13360957,13378722,13379966,13381941,13392483,13395253,13396894,13398188,13399587,13400083,13400974,13407661,13408127,13411859,13412951,13414528,13431616,13432147,13433110,13434381,13437673,13439939,13455181,13459372,13461934,13462453,13463785,13464512,13467837,13468472,13468646,13477815,13478164,13478980,13482162,	0	USP9Y	cmpl	cmpl	-1,-1,0,0,2,1,0,0,2,2,0,0,0,0,2,1,2,0,0,2,0,0,1,0,0,0,0,2,0,0,0,1,0,2,2,0,1,2,0,1,1,0,2,0,0,0,
10377394:86	NM_182659	chrY	-	13918782	14101944	13918976	14100939	25	13918782,13920230,13924150,13926672,13927311,13927459,13944828,13945874,13947494,13956836,13976276,13977196,13979150,13981040,13981703,13987540,13990529,14015132,14018191,14032266,14036008,14070290,14091394,14100527,14100787,	13919122,13920418,13924265,13926821,13927386,13927524,13945034,13945980,13947624,13957609,13976672,13977292,13979243,13981260,13981802,13987667,13990623,14015167,14018246,14032387,14036067,14070340,14091503,14100591,14101944,	0	UTY	cmpl	cmpl	1,2,1,2,2,0,1,0,2,0,0,0,0,2,2,1,0,1,0,2,0,1,0,2,0,
10377972:86	NM_001258252	chrY	-	13869652	14101944	13871129	14100939	29	13869652,13872290,13881551,13918980,13920230,13924150,13926672,13927311,13927459,13944828,13945874,13947494,13956836,13976276,13977196,13979150,13980361,13981040,13981703,13987540,13990529,14015132,14018191,14032266,14036008,14070290,14091394,14100527,14100787,	13871156,13872461,13881678,13919122,13920418,13924265,13926821,13927386,13927524,13945034,13945980,13947624,13957609,13976672,13977292,13979243,13980496,13981260,13981802,13987667,13990623,14015167,14018246,14032387,14036067,14070340,14091503,14100591,14101944,	0	UTY	cmpl	cmpl	0,0,2,1,2,1,2,2,0,1,0,2,0,0,0,0,0,2,2,1,0,1,0,2,0,1,0,2,0,
10378633:86	NR_047621	chrY	-	13869652	14101944	14101944	14101944	29	13869652,13872290,13881551,13918980,13920230,13924150,13926672,13927311,13927459,13944828,13945874,13946034,13976275,13977196,13979150,13979737,13980361,13981040,13981703,13987540,13990529,14018191,14025056,14032266,14036008,14070290,14091394,14100527,14100787,	13871156,13872461,13881678,13919122,13920418,13924265,13926821,13927386,13927524,13945034,13945983,13946038,13976672,13977292,13979243,13979893,13980496,13981260,13981802,13987667,13990623,14018246,14025162,14032387,14036067,14070340,14091503,14100591,14101944,	0	UTY	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10379318:86	NR_047641	chrY	-	13869652	14101944	14101944	14101944	29	13869652,13872290,13881551,13918980,13920230,13924150,13926672,13926926,13927311,13927459,13944828,13945874,13947494,13956836,13976276,13977196,13979150,13981040,13981703,13987540,13990529,14015132,14018191,14032266,14036008,14070290,14091394,14100527,14100787,	13871156,13872461,13881678,13919122,13920418,13924265,13926821,13926994,13927386,13927524,13945034,13945980,13947624,13957609,13976672,13977292,13979243,13981260,13981802,13987667,13990623,14015167,14018246,14032387,14036067,14070340,14091503,14100591,14101944,	0	UTY	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10380003:86	NM_001258263	chrY	-	13869652	14101944	13871129	14100939	27	13869652,13881551,13918980,13920230,13924150,13926672,13927311,13927459,13944828,13945874,13947494,13956836,13976276,13977196,13979150,13981040,13981703,13987540,13990529,14015132,14018191,14032266,14036008,14070290,14091394,14100527,14100787,	13871156,13881678,13919122,13920418,13924265,13926821,13927386,13927524,13945034,13945980,13947624,13957609,13976672,13977292,13979243,13981260,13981802,13987667,13990623,14015167,14018246,14032387,14036067,14070340,14091503,14100591,14101944,	0	UTY	cmpl	cmpl	0,2,1,2,1,2,2,0,1,0,2,0,0,0,0,2,2,1,0,1,0,2,0,1,0,2,0,
10380624:86	NR_047620	chrY	-	13869652	14101944	14101944	14101944	27	13869652,13881551,13918980,13920230,13924150,13926672,13927311,13927459,13944828,13945874,13947494,13976276,13977196,13979150,13980361,13981040,13981703,13987540,13990529,14015132,14018191,14032266,14036008,14070290,14091394,14100527,14100787,	13871156,13881678,13919122,13920418,13924265,13926821,13927386,13927524,13945034,13945980,13947624,13976672,13977292,13979243,13980496,13981260,13981802,13987667,13990623,14015167,14018246,14032387,14036067,14070340,14091503,14100591,14101944,	0	UTY	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10381267:86	NR_047619	chrY	-	13869652	14101944	14101944	14101944	27	13869652,13881551,13918980,13920230,13924150,13926672,13927311,13927459,13944828,13945874,13947494,13976276,13977196,13979150,13979737,13981040,13981703,13987540,13990529,14015132,14018191,14032266,14036008,14070290,14091394,14100527,14100787,	13871156,13881678,13919122,13920418,13924265,13926821,13927386,13927524,13945034,13945980,13947624,13976672,13977292,13979243,13979795,13981260,13981802,13987667,13990623,14015167,14018246,14032387,14036067,14070340,14091503,14100591,14101944,	0	UTY	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10381910:86	NM_001258264	chrY	-	13869652	14101944	13871129	14100939	29	13869652,13872290,13881551,13918980,13920230,13924150,13926672,13927311,13927459,13944828,13945874,13947494,13956836,13976276,13977196,13979150,13980361,13981040,13981703,13987540,13990529,14015132,14018191,14032266,14036008,14070290,14091394,14100527,14100787,	13871156,13872461,13881678,13919122,13920418,13924265,13926821,13927386,13927524,13945034,13945980,13947624,13957609,13976672,13977292,13979243,13980496,13981260,13981754,13987667,13990623,14015167,14018246,14032387,14036067,14070340,14091503,14100591,14101944,	0	UTY	cmpl	cmpl	0,0,2,1,2,1,2,2,0,1,0,2,0,0,0,0,0,2,2,1,0,1,0,2,0,1,0,2,0,
10382571:86	NR_047607	chrY	-	13869652	14101944	14101944	14101944	30	13869652,13872290,13881551,13918980,13920230,13924150,13926672,13927311,13927459,13944828,13945874,13947494,13956836,13976276,13977196,13979150,13979584,13980361,13981040,13981703,13987540,13990529,14015132,14018191,14032266,14036008,14070290,14091394,14100527,14100787,	13871156,13872461,13881678,13919122,13920418,13924265,13926821,13927386,13927524,13945034,13945980,13947624,13957609,13976672,13977292,13979243,13979795,13980496,13981260,13981802,13987667,13990623,14015167,14018246,14032387,14036067,14070340,14091503,14100591,14101944,	0	UTY	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10383277:86	NR_047601	chrY	-	13869652	14101944	14101944	14101944	28	13869652,13881551,13918980,13920230,13924150,13926672,13927311,13927459,13944828,13945874,13947494,13956836,13976276,13977196,13979150,13980361,13981040,13981703,13987540,13990529,14015132,14018191,14032266,14036008,14070290,14091394,14100527,14100787,	13871156,13881678,13919122,13920418,13924265,13926821,13927386,13927524,13945034,13945980,13947624,13957074,13976672,13977292,13979243,13980496,13981260,13981802,13987667,13990623,14015167,14018246,14032387,14036067,14070340,14091503,14100591,14101944,	0	UTY	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10383941:86	NM_001258254	chrY	-	13869652	14101944	13871129	14100939	28	13869652,13881551,13918980,13920230,13924150,13926672,13927311,13927459,13944828,13945874,13947494,13956836,13976648,13977196,13979150,13980361,13981040,13981703,13987540,13990529,14015132,14018191,14032266,14036008,14070290,14091394,14100527,14100787,	13871156,13881678,13919122,13920418,13924265,13926821,13927386,13927524,13945034,13945980,13947624,13957609,13976672,13977292,13979243,13980496,13981260,13981802,13987667,13990623,14015167,14018246,14032387,14036067,14070340,14091503,14100591,14101944,	0	UTY	cmpl	cmpl	0,2,1,2,1,2,2,0,1,0,2,0,0,0,0,0,2,2,1,0,1,0,2,0,1,0,2,0,
10384582:86	NR_047617	chrY	-	13869652	14101944	14101944	14101944	30	13869652,13872290,13881551,13918980,13920230,13924150,13925455,13926672,13927311,13927459,13944828,13945874,13946034,13976275,13977196,13979150,13979737,13981040,13981703,13987540,13990529,14015132,14018191,14025056,14032266,14036008,14070290,14091394,14100527,14100787,	13871156,13872461,13881678,13919122,13920418,13924265,13925484,13926821,13927386,13927524,13945034,13945983,13946038,13976672,13977292,13979243,13979893,13981260,13981802,13987667,13990623,14015167,14018246,14025162,14032387,14036067,14070340,14091503,14100591,14101944,	0	UTY	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10385288:86	NR_047645	chrY	-	13869652	14101944	14101944	14101944	29	13869652,13872290,13881551,13918980,13920230,13924150,13926672,13927311,13927459,13944828,13945874,13947494,13956836,13976276,13977196,13979150,13980361,13981040,13981703,13987540,13990529,14018191,14025056,14032266,14036008,14070290,14091394,14100527,14100787,	13871156,13872461,13881678,13919122,13920418,13924265,13926821,13927386,13927524,13945034,13945980,13947624,13957609,13976672,13977292,13979243,13980496,13981260,13981802,13987667,13990623,14018246,14025162,14032387,14036067,14070340,14091503,14100591,14101944,	0	UTY	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10385973:86	NR_047604	chrY	-	13869652	14101944	14101944	14101944	28	13869652,13872290,13881551,13918980,13920230,13924150,13926672,13927311,13927459,13944828,13945874,13947494,13956836,13976648,13977196,13979150,13981040,13981703,13987540,13990529,14015132,14018191,14032266,14036008,14070290,14091394,14100527,14100787,	13871156,13872461,13881678,13919122,13920418,13924265,13926821,13927386,13927524,13945034,13945980,13947624,13957074,13976672,13977292,13979243,13981260,13981802,13987667,13990623,14015167,14018246,14032387,14036067,14070340,14091503,14100591,14101944,	0	UTY	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10386637:86	NM_001258257	chrY	-	13869652	14101944	13871129	14100939	28	13869652,13872290,13881551,13918980,13920230,13924150,13926672,13927311,13927459,13944828,13945874,13947494,13956836,13976648,13977196,13979150,13981040,13981703,13987540,13990529,14015132,14018191,14032266,14036008,14070290,14091394,14100527,14100787,	13871156,13872461,13881678,13919122,13920418,13924265,13926821,13927386,13927524,13945034,13945980,13947624,13957609,13976672,13977292,13979243,13981260,13981802,13987667,13990623,14015167,14018246,14032387,14036067,14070340,14091503,14100591,14101944,	0	UTY	cmpl	cmpl	0,0,2,1,2,1,2,2,0,1,0,2,0,0,0,0,2,2,1,0,1,0,2,0,1,0,2,0,
10387278:86	NR_047613	chrY	-	13869652	14101944	14101944	14101944	27	13869652,13872290,13881551,13918980,13924150,13926672,13927311,13927459,13944828,13945874,13947494,13976276,13977196,13979150,13979737,13980361,13981040,13981703,13987540,13990529,14015132,14018191,14032266,14036008,14091394,14100527,14100787,	13871156,13872461,13881678,13919122,13924265,13926821,13927386,13927524,13945034,13945980,13947624,13976672,13977292,13979243,13979893,13980496,13981260,13981802,13987667,13990623,14015167,14018246,14032387,14036067,14091503,14100591,14101944,	0	UTY	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10387921:86	NM_182660	chrY	-	13944307	14101944	13944387	14100939	20	13944307,13944828,13945874,13947494,13956836,13976276,13977196,13979150,13981040,13981703,13987540,13990529,14015132,14018191,14032266,14036008,14070290,14091394,14100527,14100787,	13944642,13945034,13945980,13947624,13957609,13976672,13977292,13979243,13981260,13981802,13987667,13990623,14015167,14018246,14032387,14036067,14070340,14091503,14100591,14101944,	0	UTY	cmpl	cmpl	0,1,0,2,0,0,0,0,2,2,1,0,1,0,2,0,1,0,2,0,
10388399:86	NR_047629	chrY	-	13869652	14101944	14101944	14101944	28	13869652,13872290,13881551,13918980,13920230,13924150,13926672,13927311,13927459,13944375,13944828,13945874,13947494,13976276,13977196,13979150,13981040,13981703,13987540,13990529,14015132,14018191,14032266,14036008,14070290,14091394,14100527,14100787,	13871156,13872461,13881678,13919122,13920418,13924265,13926821,13927386,13927524,13944642,13945034,13945980,13947624,13976672,13977292,13979243,13981260,13981802,13987667,13990623,14015167,14018246,14032387,14036067,14070340,14091503,14100591,14101944,	0	UTY	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10389063:86	NR_047626	chrY	-	13869652	14101944	14101944	14101944	27	13869652,13872275,13881551,13918980,13920230,13924150,13926672,13927311,13927459,13944828,13945874,13947494,13976276,13977196,13979150,13981040,13981703,13987540,13990529,14015132,14018191,14032266,14036008,14070290,14091394,14100527,14100787,	13871156,13872461,13881678,13919122,13920418,13924265,13926821,13927386,13927524,13945034,13945980,13947624,13976672,13977292,13979243,13981260,13981802,13987667,13990623,14015167,14018246,14032387,14036067,14070340,14091503,14100591,14101944,	0	UTY	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10389706:86	NR_047624	chrY	-	13869652	14101944	14101944	14101944	30	13869652,13872275,13881551,13918980,13920230,13924150,13926672,13927311,13927459,13944828,13945874,13947494,13956836,13976276,13977196,13979150,13981040,13981703,13987540,13990529,14015132,14018191,14021211,14025056,14032266,14036008,14070290,14091394,14100527,14100787,	13871156,13872461,13881678,13919122,13920418,13924265,13926821,13927386,13927524,13945034,13945980,13947624,13957609,13976672,13977292,13979243,13981260,13981802,13987667,13990623,14015167,14018246,14021325,14025162,14032387,14036067,14070340,14091503,14100591,14101944,	0	UTY	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10390412:86	NM_001258258	chrY	-	13869652	14101944	13871129	14100939	29	13869652,13872290,13881551,13918980,13920230,13924150,13926672,13927311,13927459,13944828,13945874,13947494,13956836,13976276,13977196,13979150,13979737,13981040,13981703,13987540,13990529,14015132,14018191,14032266,14036008,14070290,14091394,14100527,14100787,	13871156,13872461,13881678,13919122,13920418,13924265,13926821,13927386,13927524,13945034,13945980,13947624,13957609,13976672,13977292,13979243,13979893,13981260,13981802,13987667,13990623,14015167,14018246,14032387,14036067,14070340,14091503,14100591,14101944,	0	UTY	cmpl	cmpl	0,0,2,1,2,1,2,2,0,1,0,2,0,0,0,0,0,2,2,1,0,1,0,2,0,1,0,2,0,
10391073:86	NR_047612	chrY	-	13869652	14101944	14101944	14101944	29	13869652,13872290,13881551,13918980,13920230,13924150,13926672,13927311,13927459,13944828,13945874,13947494,13976276,13977196,13979150,13979737,13980361,13981040,13981703,13987540,13990529,14015132,14018191,14032266,14036008,14070290,14091394,14100527,14100787,	13871156,13872461,13881678,13919122,13920418,13924265,13926821,13927386,13927524,13945034,13945980,13947624,13976672,13977292,13979243,13979893,13980496,13981260,13981802,13987667,13990623,14015167,14018246,14032387,14036067,14070340,14091503,14100591,14101944,	0	UTY	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10391758:86	NR_047633	chrY	-	13869652	14101944	14101944	14101944	30	13869652,13872290,13881551,13918980,13920230,13924150,13926672,13927311,13927459,13944828,13945874,13947494,13976648,13976911,13977196,13979150,13979737,13980361,13981040,13981703,13987540,13990529,14015132,14018191,14032266,14036008,14070290,14091394,14100527,14100787,	13871156,13872461,13881678,13919122,13920418,13924265,13926821,13927386,13927524,13945034,13945980,13947624,13976802,13976977,13977292,13979243,13979827,13980496,13981260,13981802,13987667,13990623,14015167,14018246,14032387,14036067,14070340,14091503,14100591,14101944,	0	UTY	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
